customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,SeniorCitizenLabel,TenureBand,ChurnFlag,RevenueAtRisk,RiskTier,ExpectedTotal,ChargeDifference
7783-YKGDV,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.7,1238.45,Yes,Non-Senior,New Customer,1,99.7,Medium Risk,1196.4,42.049999999999955
4374-YMUSQ,Male,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),116.25,3899.05,No,Non-Senior,Established,0,0.0,Low Risk,3952.5,-53.44999999999982
4513-CXYIX,Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),80.7,5676.0,No,Senior,Loyal,0,0.0,Low Risk,5729.7,-53.69999999999982
3957-HHLMR,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),65.2,4543.15,No,Non-Senior,Loyal,0,0.0,Low Risk,4564.0,-20.850000000000364
7803-XOCCZ,Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.05,4326.8,No,Non-Senior,Loyal,0,0.0,Low Risk,4370.599999999999,-43.79999999999927
5736-YEJAX,Male,0,No,Yes,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.45,5502.55,No,Non-Senior,Loyal,0,0.0,Low Risk,5482.05,20.5
5609-CEBID,Female,1,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,1782.4,Yes,Senior,Early,1,94.1,Medium Risk,1882.0,-99.59999999999991
8981-FJGLA,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.0,851.8,No,Non-Senior,New Customer,0,0.0,High Risk,858.0,-6.2000000000000455
7218-HKQFK,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,Yes,Non-Senior,New Customer,1,94.2,High Risk,188.4,-20.900000000000006
4636-QRJKY,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,502.85,Yes,Non-Senior,New Customer,1,80.5,High Risk,483.0,19.850000000000023
1135-LMECX,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.85,19.85,No,Non-Senior,New Customer,0,0.0,High Risk,19.85,0.0
4332-MUOEZ,Male,1,Yes,Yes,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),94.3,1818.3,No,Senior,Early,0,0.0,Low Risk,1886.0,-67.70000000000005
8535-SFUTN,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.45,6300.15,No,Non-Senior,Loyal,0,0.0,Low Risk,6493.45,-193.30000000000018
5956-VKDTT,Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,334.8,Yes,Senior,New Customer,1,74.35,High Risk,371.75,-36.94999999999999
8677-HDZEE,Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.45,5916.95,No,Non-Senior,Loyal,0,0.0,Low Risk,5905.2,11.75
2475-MROZF,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.0,2852.4,No,Non-Senior,Established,0,0.0,Low Risk,2850.0,2.400000000000091
9412-GHEEC,Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.8,4131.95,Yes,Non-Senior,Established,1,104.8,Low Risk,4192.0,-60.05000000000018
3482-ABPKK,Female,0,No,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.3,1546.3,No,Non-Senior,Established,0,0.0,Low Risk,1520.3999999999999,25.90000000000009
6705-LXORM,Female,1,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.05,302.6,No,Senior,New Customer,0,0.0,High Risk,350.25,-47.64999999999998
0257-ZESQC,Female,1,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,Yes,Senior,Established,1,75.2,Low Risk,2030.4,-101.05000000000018
7531-GQHME,Male,0,No,No,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.05,265.45,No,Non-Senior,New Customer,0,0.0,Medium Risk,240.60000000000002,24.849999999999966
5174-ITUMV,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.4,6989.45,No,Non-Senior,Loyal,0,0.0,Low Risk,7061.8,-72.35000000000036
4109-CYRBD,Male,1,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.6,1442.0,No,Senior,Established,0,0.0,Low Risk,1496.4,-54.40000000000009
0913-XWSCN,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.5,4713.4,No,Non-Senior,Loyal,0,0.0,Low Risk,4702.5,10.899999999999636
6825-UYPFK,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.6,1758.6,Yes,Non-Senior,Early,1,75.6,Medium Risk,1738.8,19.799999999999955
8397-MVTAZ,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3480.0,Yes,Non-Senior,Established,1,100.05,Low Risk,3401.7,78.30000000000018
0750-EBAIU,Male,0,No,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,91.25,4738.3,No,Non-Senior,Loyal,0,0.0,Low Risk,4745.0,-6.699999999999818
8606-CIQUL,Male,1,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,8399.15,No,Senior,Loyal,0,0.0,Low Risk,8334.0,65.14999999999964
3571-DPYUH,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.7,5430.35,No,Non-Senior,Loyal,0,0.0,Low Risk,5492.6,-62.25
7601-GNDYK,Male,0,Yes,Yes,35,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.6,686.95,No,Non-Senior,Established,0,0.0,Low Risk,686.0,0.9500000000000455
0356-OBMAC,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.9,5706.3,No,Senior,Loyal,0,0.0,Low Risk,5594.400000000001,111.89999999999964
8067-NIOYM,Female,0,Yes,Yes,24,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),21.1,490.65,No,Non-Senior,Early,0,0.0,Low Risk,506.40000000000003,-15.750000000000057
1403-GYAFU,Male,0,Yes,Yes,70,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.05,1360.25,No,Non-Senior,Loyal,0,0.0,Low Risk,1403.5,-43.25
4234-XTNEA,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,174.45,No,Non-Senior,New Customer,0,0.0,High Risk,159.9,14.549999999999983
1297-VQDRP,Male,1,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),107.15,7379.8,No,Senior,Loyal,0,0.0,Low Risk,7286.200000000001,93.59999999999945
9282-IZGQK,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,Yes,Non-Senior,New Customer,1,85.0,High Risk,85.0,0.0
5348-CAGXB,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.55,1021.75,No,Non-Senior,New Customer,0,0.0,Medium Risk,1074.6,-52.84999999999991
0621-HJWXJ,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.55,5029.05,No,Non-Senior,Loyal,0,0.0,Low Risk,5137.65,-108.59999999999945
5844-QVTAT,Female,0,Yes,Yes,33,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,58.45,1955.4,No,Non-Senior,Established,0,0.0,Low Risk,1928.8500000000001,26.549999999999955
8905-IAZPF,Female,0,Yes,No,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.65,6744.2,No,Non-Senior,Loyal,0,0.0,Low Risk,6599.85,144.34999999999945
5394-MEITZ,Female,0,Yes,Yes,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6,4946.7,No,Non-Senior,Loyal,0,0.0,Low Risk,4836.0,110.69999999999982
6859-QNXIQ,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.1,8248.5,No,Non-Senior,Loyal,0,0.0,Low Risk,8143.2,105.30000000000018
2782-LFZVW,Female,0,No,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.95,601.6,No,Non-Senior,New Customer,0,0.0,High Risk,648.45,-46.85000000000002
2866-IKBTM,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.55,19.55,No,Non-Senior,New Customer,0,0.0,High Risk,19.55,0.0
1342-JPNKI,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.05,834.1,Yes,Non-Senior,New Customer,1,86.05,High Risk,860.5,-26.399999999999977
2817-NTQDO,Male,0,No,No,13,No,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45.55,597.0,Yes,Non-Senior,Early,1,45.55,Medium Risk,592.15,4.850000000000023
7129-AZJDE,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),78.95,2647.2,No,Non-Senior,Established,0,0.0,Low Risk,2684.3,-37.100000000000364
6986-IJDHX,Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.3,3266.0,Yes,Non-Senior,Established,1,86.3,Low Risk,3365.7,-99.69999999999982
2560-PPCHE,Female,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.05,6744.25,No,Non-Senior,Loyal,0,0.0,Low Risk,6828.25,-84.0
4676-MQUEA,Male,1,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),101.9,5265.5,No,Senior,Loyal,0,0.0,Low Risk,5095.0,170.5
8138-EALND,Male,0,No,No,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.75,311.6,No,Non-Senior,Early,0,0.0,Medium Risk,296.25,15.350000000000023
3580-HYCSP,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.3,7966.9,No,Non-Senior,Loyal,0,0.0,Low Risk,7941.599999999999,25.300000000000182
1352-HNSAW,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.6,8220.4,No,Non-Senior,Loyal,0,0.0,Low Risk,8323.199999999999,-102.79999999999927
2075-PUEPR,Male,0,Yes,Yes,55,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.35,1153.25,No,Non-Senior,Loyal,0,0.0,Low Risk,1064.25,89.0
1982-FEBTD,Female,0,Yes,Yes,23,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.6,514.75,No,Non-Senior,Early,0,0.0,Low Risk,588.8000000000001,-74.05000000000007
5301-GAUUY,Male,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,Yes,Non-Senior,Established,1,80.35,Low Risk,2571.2,24.950000000000273
5791-KAJFD,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),68.75,3808.0,No,Non-Senior,Loyal,0,0.0,Low Risk,3850.0,-42.0
2654-VBVPB,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.9,19.9,No,Non-Senior,New Customer,0,0.0,High Risk,19.9,0.0
1154-HYWWO,Male,0,No,No,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,70.6,2708.2,No,Non-Senior,Established,0,0.0,Low Risk,2682.7999999999997,25.40000000000009
2501-XWWTZ,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,760.05,No,Non-Senior,New Customer,0,0.0,High Risk,772.2,-12.150000000000091
3716-UVSPD,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.3,49.3,No,Non-Senior,New Customer,0,0.0,High Risk,49.3,0.0
6815-ABQFQ,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,107.25,6033.3,No,Non-Senior,Loyal,0,0.0,Low Risk,6006.0,27.300000000000182
7343-EOBEU,Male,0,Yes,No,3,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,23.6,89.05,No,Non-Senior,New Customer,0,0.0,High Risk,70.80000000000001,18.249999999999986
3701-SFMUH,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.7,516.15,No,Non-Senior,New Customer,0,0.0,High Risk,487.90000000000003,28.249999999999943
6103-LIANB,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),99.5,5861.75,No,Non-Senior,Loyal,0,0.0,Low Risk,5870.5,-8.75
7319-VENRZ,Male,0,No,No,7,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.3,445.95,No,Non-Senior,New Customer,0,0.0,High Risk,450.09999999999997,-4.149999999999977
5846-NEQVZ,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.85,4973.4,No,Non-Senior,Loyal,0,0.0,Low Risk,5030.349999999999,-56.94999999999982
6967-QIQRV,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,101.9,1667.25,No,Non-Senior,Early,0,0.0,Low Risk,1528.5,138.75
5781-RFZRP,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.5,5357.75,No,Non-Senior,Loyal,0,0.0,Low Risk,5218.5,139.25
0939-YAPAF,Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,3527.6,Yes,Non-Senior,Established,1,100.25,Low Risk,3508.75,18.84999999999991
0308-IVGOK,Female,0,No,No,11,No,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),40.4,422.6,No,Non-Senior,New Customer,0,0.0,Low Risk,444.4,-21.799999999999955
7293-LSCDV,Female,0,Yes,Yes,60,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),19.25,1103.25,No,Non-Senior,Loyal,0,0.0,Low Risk,1155.0,-51.75
7025-WCBNE,Male,1,No,No,47,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.6,2754.0,No,Senior,Established,0,0.0,Low Risk,2801.2000000000003,-47.20000000000027
5756-JYOJT,Female,0,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),64.9,697.25,No,Non-Senior,New Customer,0,0.0,Low Risk,713.9000000000001,-16.65000000000009
4710-FDUIZ,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),100.3,5614.45,Yes,Non-Senior,Loyal,1,100.3,Low Risk,5616.8,-2.350000000000364
6030-REHUX,Female,1,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.85,3204.4,No,Senior,Established,0,0.0,Low Risk,3103.7999999999997,100.60000000000036
9548-LIGTA,Male,0,Yes,No,61,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,81.05,4747.65,No,Non-Senior,Loyal,0,0.0,Low Risk,4944.05,-196.40000000000055
5150-LJNSR,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),98.05,3082.1,No,Non-Senior,Established,0,0.0,Low Risk,3039.5499999999997,42.55000000000018
8270-RKSAP,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.5,597.9,No,Non-Senior,New Customer,0,0.0,High Risk,634.5,-36.60000000000002
6522-YRBXD,Male,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.55,3365.4,No,Senior,Established,0,0.0,Low Risk,3309.25,56.15000000000009
2640-LYMOV,Male,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.65,38.8,No,Non-Senior,New Customer,0,0.0,High Risk,39.3,-0.5
1218-VKFPE,Female,0,Yes,Yes,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.0,233.55,Yes,Non-Senior,New Customer,1,19.0,Medium Risk,228.0,5.550000000000011
3627-FHKBK,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,75.3,Yes,Non-Senior,New Customer,1,75.3,High Risk,75.3,0.0
2865-TCHJW,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,346.2,Yes,Senior,New Customer,1,89.2,High Risk,356.8,-10.600000000000023
1423-BMPBQ,Female,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.0,19.0,No,Non-Senior,New Customer,0,0.0,High Risk,19.0,0.0
2393-DIVAI,Female,0,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.0,61.7,No,Non-Senior,New Customer,0,0.0,High Risk,60.0,1.7000000000000028
5192-EBGOV,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,85.7,Yes,Senior,New Customer,1,85.7,High Risk,85.7,0.0
4568-KNYWR,Male,0,No,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),63.25,3342.45,No,Non-Senior,Loyal,0,0.0,Low Risk,3289.0,53.44999999999982
8752-IMQOS,Male,0,Yes,Yes,5,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.1,85.1,No,Non-Senior,New Customer,0,0.0,Low Risk,100.5,-15.400000000000006
0742-LAFQK,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,99.15,7422.1,No,Non-Senior,Loyal,0,0.0,Low Risk,7138.8,283.3000000000002
0795-LAFGP,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.4,6668.05,No,Non-Senior,Loyal,0,0.0,Low Risk,6418.400000000001,249.64999999999964
0619-OLYUR,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.9,8071.05,No,Non-Senior,Loyal,0,0.0,Low Risk,8056.8,14.25
5512-IDZEI,Male,0,Yes,Yes,46,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,24.9,1174.8,No,Non-Senior,Established,0,0.0,Low Risk,1145.3999999999999,29.40000000000009
0459-SPZHJ,Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),83.5,5435.0,No,Non-Senior,Loyal,0,0.0,Low Risk,5260.5,174.5
0215-BQKGS,Male,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.3,2438.6,No,Non-Senior,Established,0,0.0,Low Risk,2529.0,-90.40000000000009
9244-ZVAPM,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.6,45.6,No,Non-Senior,New Customer,0,0.0,High Risk,45.6,0.0
0719-SYFRB,Female,0,No,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.65,713.75,Yes,Non-Senior,New Customer,1,61.65,Medium Risk,739.8,-26.049999999999955
8208-EUMTE,Male,0,No,No,16,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,54.85,916.15,No,Non-Senior,Early,0,0.0,Low Risk,877.6,38.549999999999955
5172-MIGPM,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,65.55,237.2,No,Non-Senior,New Customer,0,0.0,High Risk,262.2,-25.0
1710-RCXUS,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.35,4614.55,No,Non-Senior,Loyal,0,0.0,Low Risk,4607.849999999999,6.700000000000728
0374-FIUCA,Male,0,Yes,No,65,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),20.4,1414.45,No,Non-Senior,Loyal,0,0.0,Low Risk,1326.0,88.45000000000005
5839-SUYVZ,Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.55,1170.5,No,Non-Senior,Early,0,0.0,Medium Risk,1192.8,-22.299999999999955
5173-ZXXXL,Male,0,No,No,2,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.95,47.7,No,Non-Senior,New Customer,0,0.0,Low Risk,39.9,7.800000000000004
1096-ADRUX,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),74.25,4859.25,No,Non-Senior,Loyal,0,0.0,Low Risk,4900.5,-41.25
2001-MCUUW,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.65,4903.2,No,Non-Senior,Established,0,0.0,Low Risk,4997.900000000001,-94.70000000000073
2731-GJRDG,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.55,3608.0,No,Non-Senior,Established,0,0.0,Low Risk,3505.6,102.40000000000009
4723-BEGSG,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.65,6094.25,No,Non-Senior,Loyal,0,0.0,Low Risk,6238.8,-144.55000000000018
6516-NKQBO,Male,0,Yes,Yes,38,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),81.0,3084.9,No,Non-Senior,Established,0,0.0,Low Risk,3078.0,6.900000000000091
8672-OAUPW,Male,0,No,Yes,51,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),47.85,2356.75,No,Non-Senior,Loyal,0,0.0,Low Risk,2440.35,-83.59999999999991
8207-DMRVL,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.55,8306.05,No,Non-Senior,Loyal,0,0.0,Low Risk,8247.6,58.44999999999891
3419-SNJJD,Female,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.25,6786.4,Yes,Senior,Loyal,1,105.25,Low Risk,6841.25,-54.850000000000364
6543-CPZMK,Male,0,Yes,Yes,9,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.95,248.95,Yes,Non-Senior,New Customer,1,29.95,High Risk,269.55,-20.600000000000023
4765-OXPPD,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.0,663.05,Yes,Non-Senior,New Customer,1,65.0,High Risk,585.0,78.04999999999995
2804-ETQDK,Male,0,No,Yes,66,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.55,1357.1,No,Non-Senior,Loyal,0,0.0,Low Risk,1356.3,0.7999999999999545
6689-VRRTK,Female,1,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.8,4860.35,No,Senior,Established,0,0.0,Low Risk,4831.2,29.150000000000546
7138-GIRSH,Male,0,No,No,50,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.5,3418.2,No,Non-Senior,Loyal,0,0.0,Low Risk,3475.0,-56.80000000000018
9396-ZSFLL,Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.85,631.4,No,Non-Senior,Early,0,0.0,Medium Risk,732.75,-101.35000000000002
6464-KEXXH,Male,0,No,No,8,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.25,186.3,No,Non-Senior,New Customer,0,0.0,High Risk,202.0,-15.699999999999989
7134-MJPDY,Female,1,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.85,6976.75,No,Senior,Loyal,0,0.0,Low Risk,6788.099999999999,188.65000000000055
5240-CAOYT,Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.55,4884.85,No,Non-Senior,Loyal,0,0.0,Low Risk,4990.349999999999,-105.49999999999909
